property_title,property_name,property_region,price_ttl,price_sqm,bedrooms,livingrooms,building_area,directions1,directions2,decoration,hml,building_height,building_year,building_style,followers,pub_days,near_subway,two_year,taxfree,haskey,vr,price_date,building_age
精装全新未入住 高层采光好 即买即住,华鼎尚都国际,宗关,156,13798,3,2,113.06,东南,,精装,中,32,NA,板楼,3,7个月,1,0,1,1,VR看装修,2024-01-31,NA
老证精装修两梯四户全明户型带阳台,三阳金城,三阳路,245,26513,2,2,92.41,东南,,精装,低,32,NA,板塔结合,1,7个月,1,1,0,1,NA,2024-01-31,NA
水仙里 老证 两室一厅 中间楼层 随时看房,水仙里社区,王家湾,53,7290,2,1,72.71,南,,简装,中,7,NA,板楼,1,11个月,1,0,1,1,VR看装修,2024-01-31,NA
华中金融城沿线 沙湖公园旁 诚心出售,新安金沙豪庭,沙湖,175,16868,3,2,103.75,南,,精装,低,24,NA,塔楼,8,NA,1,0,1,1,NA,2024-01-31,NA
中民幸福里正规两房精装修视野开阔通风采光好出行方便,中民·幸福里,古田,86,11363,2,2,75.69,南,,精装,高,27,NA,板楼,2,NA,0,1,0,1,VR看装修,2024-01-31,NA
徐家棚三地铁口 交通方便 配套成熟,新长江滨江花园,徐东,131,17172,2,2,76.29,西南,,简装,低,34,NA,板塔结合,13,8个月,1,1,0,1,NA,2024-01-31,NA
嘎纳印象 精装四房 老证 满五唯一产权清晰 价格可谈,嘎纳印象,沌口,120,9947,4,1,120.65,东南,,精装,中,32,NA,板楼,17,NA,1,0,1,1,VR看装修,2024-01-31,NA
次新小区，精装修，环境好，生活气息浓厚，老证,时代新世界,宗关,418,22055,4,2,189.53,南,北,精装,高,46,NA,板楼,2,NA,1,1,0,1,NA,2024-01-31,NA
沙湖公园旁，边户大三房，小高层，产权清晰无贷款,天梨花园,沙湖,199,14478,3,1,137.45,南,北,精装,中,12,NA,板楼,20,NA,0,1,0,1,VR看装修,2024-01-31,NA
此房朝向好，户型采光好，楼层好,歌林花园,盘龙城,74,7658,2,2,96.64,北,,简装,高,18,NA,板楼,4,NA,1,0,1,1,VR看装修,2024-01-31,NA
沁康园婚房装修 拎包入住 随时看 我有KEY,沁康园,老南湖,348,26598,3,1,130.84,南,北,其他,中,11,NA,板楼,5,4个月,1,1,0,1,NA,2024-01-31,NA
次新小区，三地铁口，中高好楼层,宏图雅居,将军路,103.8,9395,3,1,110.49,南,,毛坯,高,33,NA,板楼,8,2个月,1,0,0,1,NA,2024-01-31,NA
此房老证出售，高层，毛坯可看江,世纪江尚,前进江汉,399,24877,3,2,160.39,南,,毛坯,57层,NA,NA,塔楼,8,NA,1,0,1,1,VR看装修,2024-01-31,NA
金科城高层南北通透大三房随时方便看房,金科城,青山,198,17825,3,2,111.08,南,北,精装,中,48,NA,板塔结合,8,NA,0,0,1,1,VR看装修,2024-01-31,NA
店长力推 诚心出售 环境安逸 电梯好楼层,青润家园,白沙洲,52,8909,1,1,58.37,南,,精装,中,11,NA,塔楼,21,NA,0,0,1,1,VR看装修,2024-01-31,NA
天顺园 老证 大两房 诚心卖,天顺园二村,长丰常码头,45,5936,2,1,75.81,南,,简装,高,7,NA,板楼,8,7个月,0,0,1,1,NA,2024-01-31,NA
十里铺地铁 金色世家 中间楼层 公摊小,金色世家,七里庙,128,10570,3,2,121.1,西南,,简装,中,12,NA,板楼,4,10个月,1,0,1,1,VR看装修,2024-01-31,NA
武汉关，江景好，全明户型，朝南阳光很好，装修好,世纪江尚,前进江汉,338,26849,3,2,125.89,南,西,精装,高,57,NA,塔楼,6,8个月,1,1,0,1,VR看装修,2024-01-31,NA
毛坯次新房 采光视野好 产证满二税费低 业主诚心出售,保利城一期,团结大道,138,15548,2,2,88.76,南,北,毛坯,低,34,NA,板塔结合,5,4个月,0,0,1,1,VR看装修,2024-01-31,NA
两房朝南，厨房和客厅带阳台，央企物业,纯水岸东湖三期,东湖东亭,206,22613,2,2,91.1,南,,精装,低,32,NA,板楼,13,NA,0,0,1,1,VR看装修,2024-01-31,NA
房屋精装修，16年次新小区3号线地鉄口，可拎包入住,御才名仕,育才花桥,383,29946,3,1,127.9,南,,精装,中,39,NA,板楼,6,3个月,1,0,1,1,NA,2024-01-31,NA
12号线地铁口蜜城老证精装三房，保养好可拎包入住,纽宾凯汉city国际社区蜜城,四新,140,15572,3,2,89.91,南,北,精装,低,46,NA,板塔结合,2,9个月,0,0,1,1,VR看装修,2024-01-31,NA
百步亭金桥汇 老证 业主诚心卖 随时看房,百步亭金桥汇,塔子湖,120,12400,3,1,96.78,南,,精装,低,30,NA,板楼,7,NA,0,0,1,1,VR看装修,2024-01-31,NA
精装修小两居 中高楼层 采光好老证 税费少,中国铁建国际花园,王家湾,65.8,11355,2,1,57.95,南,北,精装,高,34,NA,板塔结合,15,NA,0,0,1,1,VR看装修,2024-01-31,NA
镇店优房 店长首推 万科金域时代 2梯4户 老证,万科金域时代,新华路万达,180,18754,3,2,95.98,东,西,毛坯,中,40,NA,板塔结合,46,7个月,1,1,0,1,VR看装修,2024-01-31,NA
此房产证满五唯一 高层看江 温馨婚房装修,世纪江尚,前进江汉,253,28240,2,1,89.59,东南,,精装,57层,NA,NA,塔楼,7,8个月,1,0,1,1,NA,2024-01-31,NA
曙光星城B区 产证在手 中间楼层 刚需适合,曙光星城B区,民族大道,82,11356,2,1,72.21,北,,其他,中,32,NA,板楼,15,NA,0,1,0,1,VR看装修,2024-01-31,NA
此房证满二无增值税价格可谈房东诚心卖房,光谷航天城,光谷南,100,11250,3,2,88.89,南,,毛坯,中,27,NA,板楼,6,5个月,0,1,0,1,VR看装修,2024-01-31,NA
老证，直厅通透小3房，采光好。。。。。。。。。。,中海万锦江城,百步亭,193,20128,3,2,95.89,南,,简装,高,32,NA,板楼,6,3个月,0,1,0,1,VR看装修,2024-01-31,NA
加州橘郡 精装修 通透三房 业主诚意出售！！！,加州橘郡,庙山,110,9286,3,1,118.47,南,北,精装,中,34,NA,板楼,1,6个月,0,1,0,1,VR看装修,2024-01-31,NA
自住装修，保养很好，彩光很好，小区配套成熟。,广电兰亭时代二期,四新,95,11794,2,2,80.55,南,,精装,高,33,NA,板塔结合,17,9个月,0,1,0,1,NA,2024-01-31,NA
满五税费低地铁口两房，交通便利，中间楼层采光好,军威苑小区,老南湖,57,8048,2,2,70.83,南,,其他,中,7,NA,板楼,2,7个月,1,0,1,1,VR看装修,2024-01-31,NA
二七滨江地铁鑫城急售，中高楼层视野好，拎包入住,地铁鑫城,黄埔永清,155,17453,3,1,88.81,东南,,精装,中,32,NA,板楼,10,NA,1,1,0,1,NA,2024-01-31,NA
可看江，3梯6户，3开间朝南，全明户型,三阳金城,三阳路,280,24530,3,2,114.15,东南,,精装,高,32,NA,板塔结合,1,4个月,0,0,1,1,NA,2024-01-31,NA
内环岳家嘴双地铁4&8 南北朝向大两房 低公摊,徐东路119号,徐东,74,9879,2,1,74.91,南,,简装,高,8,NA,板楼,44,NA,0,0,1,1,NA,2024-01-31,NA
正地铁口小区+户型方正三房+小区绿化好+健身场地多,保利心语一期,珞狮南路,136,12943,3,2,105.08,南,,简装,低,18,NA,板楼,7,7个月,1,1,0,1,VR看装修,2024-01-31,NA
店长推荐必卖优质3房 地铁口 单价低 随时看,东方莱茵,老南湖,251,22935,3,2,109.44,南,北,简装,低,11,NA,板楼,20,6个月,1,0,1,1,NA,2024-01-31,NA
美联时光里 精装三居室 6号线石桥地铁 高层,美联时光里二期,塔子湖,175,17865,3,2,97.96,西,,精装,高,33,NA,板塔结合,4,NA,1,1,0,1,VR看装修,2024-01-31,NA
三期一楼诚心出售 老证税少 随时看房 采光视野好,东风阳光城三期,沌口,100,8183,3,2,122.21,南,北,其他,低,6,NA,板楼,2,4个月,0,0,1,1,VR看装修,2024-01-31,NA
七里晴川 精装修 中间楼层 通透户型 公摊小 看房方便,七里晴川,七里庙,118,10506,3,2,112.32,南,北,精装,低,6,NA,板楼,6,11个月,1,0,1,1,VR看装修,2024-01-31,NA
价格可谈。望光谷东，享四大生态公园，,绿地国际理想城三期,光谷南,175,14692,3,2,119.12,南,北,毛坯,中,33,NA,板楼,23,9个月,0,1,0,1,VR看装修,2024-01-31,NA
越秀星汇云锦老证通透户型四房精装修拎包入住..,越秀星汇云锦,宝丰崇仁,410,27610,4,2,148.5,东南,,精装,中,60,NA,板楼,7,7个月,1,1,0,1,VR看装修,2024-01-31,NA
好房好价格 明厨明卫 居家好选择,福星城南区,长港路,100,12972,2,2,77.09,南,东南,简装,45层,NA,NA,板塔结合,1,3个月,0,0,1,1,VR看装修,2024-01-31,NA
徐东商圈 阿里旁 满五 产权清晰 四房出售,君临国际,徐东,193,13913,4,2,138.72,南,北,精装,中,31,NA,塔楼,11,NA,1,0,1,1,NA,2024-01-31,NA
常青花园第一社区 低价格 出售,常青花园第一社区,常青花园,72,10488,2,1,68.65,南,北,简装,高,6,NA,板塔结合,4,3个月,1,1,0,1,VR看装修,2024-01-31,NA
地铁口两房，南北双阳台，老证过户，好楼层，视野好,前进嘉园B区,钟家村,90,10528,2,2,85.49,东南,,其他,低,32,NA,板楼,3,11个月,0,1,0,1,NA,2024-01-31,NA
业主诚心卖看房方便小区中间位置视野开阔,景虹花园,老南湖,165,15243,3,2,108.25,南,北,简装,中,11,NA,塔楼,1,4个月,1,0,1,1,VR看装修,2024-01-31,NA
居家精装修 客厅出阳台 无遮挡 不动产证满二 随时看房,武昌府一期B区,南湖沃尔玛,116,14926,2,2,77.72,南,,其他,中,27,NA,板楼,3,8个月,0,1,0,1,VR看装修,2024-01-31,NA
方正大两房，精装修拎包入住，小区中间位置，闹中取静,兴华嘉天下,沙湖,170,17582,2,1,96.69,南,,精装,低,24,NA,板楼,17,NA,1,0,1,1,VR看装修,2024-01-31,NA
老证 大三房 配套成熟 有电梯,黄浦花园,黄埔永清,110,10255,3,2,107.27,南,北,简装,低,24,NA,板塔结合,43,NA,1,0,1,1,VR看装修,2024-01-31,NA
七星雪香花园大三房总价低，电梯楼，采光好看房方便,七星雪香花园,老南湖,278,22395,3,2,124.14,南,北,精装,中,6,NA,板楼,3,3个月,1,0,1,1,NA,2024-01-31,NA
满五年 南北双阳台 近地铁 中间楼层 不临街,七星雪香花园,老南湖,260,20965,4,1,124.02,南,北,其他,低,6,NA,板楼,3,10个月,1,0,1,1,NA,2024-01-31,NA
格局方正无浪费面积，房子满二，诚心出售价格可谈,万科魅力之城北区,金融港,135,14297,3,2,94.43,南,,精装,中,11,NA,板楼,6,3个月,0,1,0,1,NA,2024-01-31,NA
满五年 小户型 总价低 税费少 拎包入住,中大长江紫都三期,白沙洲,75,10953,2,1,68.48,南,,简装,高,18,NA,板楼,37,NA,0,0,1,1,VR看装修,2024-01-31,NA
内环地铁口 南北通透3房 两证五年 随时看房 诚心出售,盛世徐东,沙湖,263,17455,3,2,150.68,南,北,其他,中,24,NA,板楼,1,4个月,0,0,1,1,VR看装修,2024-01-31,NA
悦海园优质三房 南北通透 老证税费少 诚意出售 精装修,泛海国际悦海园,CBD西北湖,323,32082,3,2,100.68,南,北,精装,中,32,NA,板楼,11,NA,1,1,0,1,VR看装修,2024-01-31,NA
店长推荐 虹顶花园大三房 南北双阳台 采光好,虹顶家园,老南湖,265,20644,3,2,128.37,南,北,精装,中,7,NA,板楼,82,5个月,1,0,1,1,NA,2024-01-31,NA
融侨锦江 满五唯一税少 小三房 业主诚心出售,融侨锦江,宗关,161,16133,3,2,99.8,南,,简装,低,40,NA,板楼,7,NA,1,0,1,1,VR看装修,2024-01-31,NA
这个房子没有住过，也没有出租过，精装修，价格优美,金地自在城K2,团结大道,140,17814,2,2,78.59,西南,,精装,高,34,NA,板塔结合,5,NA,1,1,0,1,VR看装修,2024-01-31,NA
湖北邮电 3室1厅 东南,湖北邮电,武广万松园,100,11634,3,1,85.96,东南,,简装,中,6,NA,板楼,1,7个月,1,0,1,1,VR看装修,2024-01-31,NA
小东门 群建星城 电梯两房朝南 毛坯 两证齐全,群建星城,中南丁字桥,138,14504,2,2,95.15,南,,毛坯,高,45,NA,板楼,13,NA,1,1,0,1,VR看装修,2024-01-31,NA
地铁口经典复式楼，楼层适中，有江景精装拎包住,世茂锦绣长江四期,钟家村,173,16958,3,2,102.02,南,北,精装,中,32,NA,板楼,21,5个月,1,0,1,1,NA,2024-01-31,NA
万科城花璟苑 精装朝南两房 户型方正 诚心出售！,万科城花璟苑,关山大道,170,20147,2,2,84.38,南,,精装,中,34,NA,板塔结合,2,7个月,0,0,1,1,VR看装修,2024-01-31,NA
1.5环，地铁口，万科物业，优质园林，中高楼层阳光好,爱家国际华城,团结大道,169,15052,2,2,112.28,南,,精装,中,23,NA,板塔结合,40,4个月,1,0,1,1,NA,2024-01-31,NA
【*精选】老证三房，单价低，采光视野好，诚心售,星悦城一期,塔子湖,125,13019,3,2,96.02,南,北,简装,高,34,NA,板塔结合,32,NA,1,0,1,1,VR看装修,2024-01-31,NA
怡江苑满二，高楼层，业主诚心出售，任中。,怡江苑,青山,115,11932,2,2,96.38,南,,简装,高,34,NA,板塔结合,2,5个月,1,1,0,1,VR看装修,2024-01-31,NA
临嶂大道地铁口德氏花园，好楼层，中装上下两层复式楼,德氏花园,蔡甸城区,63.8,3563,3,2,179.1,南,北,简装,中,7,NA,塔楼,5,3个月,1,0,1,1,NA,2024-01-31,NA
地铁杨汊湖+视野开阔+不临三环+老证,福星华府誉境,杨汊湖,139,15152,3,2,91.74,南,北,毛坯,高,44,NA,板楼,1,NA,1,1,0,1,VR看装修,2024-01-31,NA
店长推荐，通透大两房，公摊小，总价低,美林青城,杨园,142,16618,2,2,85.45,南,北,精装,低,6,NA,板楼,6,4个月,1,0,1,0,VR看装修,2024-01-31,NA
此房满五年，武昌火车站地铁口，中间楼层，采光通风好,武汉铁路大东门住宅小区,武昌火车站,95,13777,2,1,68.96,南,北,精装,中,7,NA,板楼,2,6个月,1,0,1,1,NA,2024-01-31,NA
此房满五 交易税费低 单位大院 带集中供暖 业主急售,中南电力设计院生活一区,中南丁字桥,110,14478,2,1,75.98,南,北,简装,高,6,NA,板楼,4,10个月,1,0,1,1,VR看装修,2024-01-31,NA
老证 美联城仕 永旺商圈 精装次新房 人车分流 绿化好,美联联邦生活区二期城仕,塔子湖,191,17723,3,2,107.77,南,,精装,中,20,NA,板塔结合,17,11个月,0,1,0,1,VR看装修,2024-01-31,NA
新二环地铁口，央企保利，中间层视野好，满五拎包入住,保利中央公馆,新南湖,132.8,17428,2,2,76.2,南,,精装,中,34,NA,塔楼,2,4个月,1,0,1,1,VR看装修,2024-01-31,NA
此房正规三房格局，精装修，后期税费少，业主诚心出售,百瑞景中央生活区二期东区,中南丁字桥,249,27414,3,2,90.83,东南,,简装,低,34,NA,板楼,4,NA,0,0,1,1,VR看装修,2024-01-31,NA
此房业主诚心出售 价格带车位 好楼层,光谷澎湃城奥山府,光谷南,185,15499,3,2,119.37,南,北,精装,高,33,NA,板楼,5,5个月,0,1,0,1,VR看装修,2024-01-31,NA
中高楼层采光好，舅舅装修用料好，买房搞定车位好！,南湖名都B区,南湖沃尔玛,178,16178,3,2,110.03,南,北,精装,高,26,NA,板塔结合,1,8个月,1,1,0,1,VR看装修,2024-01-31,NA
店长推荐！产证满五唯一 双地铁 近小区大门,富强万象新城,白沙洲,75,10252,2,1,73.16,南,,简装,低,18,NA,塔楼,37,NA,1,0,1,1,VR看装修,2024-01-31,NA
（贝壳精选）业主诚心出售，价钱有惊喜,宝安中海,老南湖,160,11626,4,1,137.63,南,,简装,高,18,NA,塔楼,1,2个月,1,0,0,1,VR看装修,2024-01-31,NA
长城坐标城九期 精装小三房 保养好 随时看房！,长城坐标城九期,关山大道,193,20235,3,2,95.38,南,,精装,中,33,NA,板楼,9,9个月,0,0,1,1,VR看装修,2024-01-31,NA
琨瑜府一期 高楼层 采光好 视野好 诚心出售,琨瑜府一期,关山大道,260,21969,3,2,118.35,南,,毛坯,高,31,NA,板塔结合,54,NA,1,1,0,1,VR看装修,2024-01-31,NA
光谷，关山大道，琨瑜府一期，清水毛坯，户型方正,琨瑜府一期,关山大道,300,25450,3,2,117.88,南,北,毛坯,中,29,NA,板塔结合,16,NA,0,1,0,1,VR看装修,2024-01-31,NA
建筑设计院小户型一居室、总价低、诚心出售,中南建筑设计院生活区,中南丁字桥,210,46844,1,1,44.83,南,,简装,低,3,NA,平房,52,4个月,0,0,1,1,VR看装修,2024-01-31,NA
经典大四房诚心出售满两年少税中间位置不临街,保利时代南区,民族大道,349,24213,4,2,144.14,南,北,精装,低,45,NA,板塔结合,9,6个月,0,1,0,1,VR看装修,2024-01-31,NA
央企开发 保利物业，采光好，精装修，自住装修,保利星河九洲,王家湾,123,11744,3,2,104.74,东南,,精装,高,33,NA,板塔结合,8,3个月,1,0,0,1,NA,2024-01-31,NA
4号线地铁口 世纪彩城复式带露台 50W精装 拎包入住！,世纪彩城,沙湖,260,17982,3,2,144.59,东北,,精装,高,11,NA,塔楼,16,NA,1,0,1,0,NA,2024-01-31,NA
婚房精装修，满五唯一税费低，拎包入住，育才怡康,银泰御华园,百步亭,220,19514,3,2,112.74,南,北,精装,高,32,NA,板楼,3,5个月,0,0,1,0,NA,2024-01-31,NA
采光好，老证过户费用少 ，诚心出售。,幸福湾星澜,堤角,108,11364,3,1,95.04,南,,精装,低,32,NA,塔楼,3,5个月,1,0,1,0,NA,2024-01-31,NA
次新小区公摊小 精装修 满2年 可省心入住,福星惠誉东湖城二期,东湖东亭,155,16506,3,2,93.91,南,,精装,中,32,NA,板塔结合,9,NA,1,1,0,1,VR看装修,2024-01-31,NA
二环边，成熟花园小区，户型方正，通透三房,美地家园,青山,205,14336,3,2,143,南,,简装,高,9,NA,板楼,3,11个月,0,1,0,0,VR看装修,2024-01-31,NA
商品房 满二精装 房东诚心卖 有意价可谈 产权清晰,悦达新天地,青山,178,12716,4,2,139.99,南,,其他,高,33,NA,板塔结合,0,7个月,0,1,0,0,VR看装修,2024-01-31,NA
万科经典复式 三房格局好 中间楼层 视野好 采光充足,万科朗苑,徐东,180,20112,3,2,89.5,东南,,简装,中,34,NA,板塔结合,3,6个月,1,0,1,0,NA,2024-01-31,NA
滨江翰林紫园豪 装大户型 含车位 视野开阔 两梯三户,翰林紫园,二七,376,27573,3,2,136.37,南,北,精装,中,41,NA,板塔结合,8,NA,1,0,1,0,VR看装修,2024-01-31,NA
玫瑰湾精装三房，东南朝向可拎包入住,泰然南湖玫瑰湾三期,珞狮南路,138,13530,3,2,102,东南,,简装,33层,NA,NA,板楼,11,NA,0,0,1,0,VR看装修,2024-01-31,NA
多好的房子啊，大家快来看看，很方便哦,东立国际,二七,156,15933,3,2,97.91,南,,精装,低,19,NA,塔楼,9,9个月,1,0,1,1,VR看装修,2024-01-31,NA
电梯入户南北通透大四房 老证精装修 业主诚心出售,东湖1号,中北路,495,33667,4,2,147.03,南,北,精装,低,18,NA,板楼,5,5个月,1,0,1,1,VR看装修,2024-01-31,NA
东湖边 单位小区 集中供暖 小户型 总价低,湖北省电力试验研究院宿舍,东湖东亭,70,10977,2,1,63.77,东南,,简装,低,5,NA,板楼,2,6个月,1,1,0,1,VR看装修,2024-01-31,NA
万科城市花园 上西区 带花园大三房 满两年,万科城市花园,关山大道,260,20342,3,1,127.82,南,,简装,低,5,NA,板楼,4,3个月,0,0,1,1,VR看装修,2024-01-31,NA
此房经典通透三居室，高楼层，视野采光好，业主诚心卖,保利上城西区,白沙洲,148,15454,3,1,95.77,南,北,精装,高,40,NA,板塔结合,1,NA,1,1,0,0,VR看装修,2024-01-31,NA
华侨城原岸 精装大三房 东湖边天然氧吧 满两年,华侨城原岸,洪山其它,545,31827,4,2,171.24,南,北,其他,低,41,NA,塔楼,11,3个月,0,1,0,1,NA,2024-01-31,NA
此房产权清晰 户型方正 中间楼层 院内停车方便,东一路,水果湖,275,23335,4,1,117.85,南,北,简装,中,5,NA,暂无数据,7,10个月,1,0,1,1,VR看装修,2024-01-31,NA
鲁小和卓中 精装好楼层 大4房 低总价诚心卖,滨湖小区,光谷广场,170,9670,4,2,175.81,南,,精装,低,9,NA,板楼,5,NA,1,0,1,0,NA,2024-01-31,NA
森林公园旁边电梯房三房中间楼层 有燃气暖气,现代森林花园,华科大,219,16848,3,2,129.99,东南,,精装,中,11,NA,板楼,5,3个月,0,0,1,1,NA,2024-01-31,NA
房子毛坯，自己装修，自己设计。产证满二，交易便捷,大华铂金瑞府,青山,245,21119,3,2,116.01,南,北,简装,高,33,NA,板塔结合,4,6个月,0,1,0,1,VR看装修,2024-01-31,NA
半岛花园南北通透大三房，精装修， 房东诚心出售,半岛花园,珞狮南路,128,10473,3,1,122.22,南,北,简装,中,6,NA,板楼,8,NA,0,0,1,1,NA,2024-01-31,NA
文治街地铁口，丽岛紫苑，低公摊，南北通透,丽岛紫园,珞狮南路,210,15977,4,2,131.44,南,北,精装,低,16,NA,板塔结合,54,NA,1,0,1,0,VR看装修,2024-01-31,NA
武汉内环 坐拥繁华商圈 正地铁 南北通透格局 诚售,香格里嘉园,楚河汉街,365,17393,3,2,209.86,南,北,简装,高,15,NA,塔楼,0,8个月,1,0,1,0,NA,2024-01-31,NA
融科花满庭花园洋房，三室两厅，精装修，低公摊,融科花满庭,白沙洲,103,11397,3,2,90.38,东,西,精装,中,8,NA,板楼,51,NA,1,0,1,0,VR看装修,2024-01-31,NA
韵湖旁，大三房，中间楼层，业主精装,名湖豪庭,三环南,159,14943,3,2,106.41,北,南,精装,中,33,NA,塔楼,2,5个月,0,0,1,1,VR看装修,2024-01-31,NA
