property_title,property_name,property_region,price_ttl,price_sqm,houseinfo,followinfo,near_subway,two_year,taxfree,haskey,vr,create_date
汉口湖畔不临马路，东南朝向，中间楼层,汉口湖畔,盘龙城,65,"7,514元/平",2室2厅 | 86.51平米 | 南 | 毛坯 | 中楼层(共25层) | 板楼,4人关注 / 一年前发布,近地铁,NA,房本满五年,随时看房,NA,2024-01-31
一元路二初江滩公园 地铁口 坐在家中即可观赏江景,中福时代,三阳路,186,"28,217元/平",2室1厅 | 65.92平米 | 东南 | 精装 | 中楼层(共28层) | 板楼,1人关注 / 2个月以前发布,近地铁,NA,房本满五年,随时看房,NA,2024-01-31
青菱城市花园南北通透一梯两户老证看房方便,青菱城市花园一期,白沙洲,60,"9,039元/平",2室2厅 | 66.38平米 | 南 北 | 简装 | 低楼层(共6层) | 板楼,2人关注 / 2个月以前发布,NA,NA,房本满五年,随时看房,VR看装修,2024-01-31
张家湾小区，电梯，暖气两房，水果湖洪山路地铁口,张家湾小区,水果湖,258,"34,314元/平",2室2厅 | 75.19平米 | 南 北 | 简装 | 中楼层(共8层) | 板楼,0人关注 / 2个月以前发布,近地铁,NA,NA,随时看房,VR看装修,2024-01-31
房子两证满武，税费少，自住装修，小高层，采光好,学雅芳邻,卓刀泉,112,"14,620元/平",2室2厅 | 76.61平米 | 北 | 精装 | 高楼层(共12层) | 板楼,1人关注 / 2个月以前发布,NA,NA,房本满五年,NA,NA,2024-01-31
万达旁 带花园 复式四房 老证满2年 税少,恒大名都,盘龙城,88,"10,569元/平",4室2厅 | 83.27平米 | 南 | 精装 | 18层 | 板楼,3人关注 / 10个月以前发布,NA,房本满两年,NA,随时看房,NA,2024-01-31
柴泊湖广场旁边精装修大三房，房东诚心出售,枫清泊静,阳逻,50,"3,791元/平",3室2厅 | 131.9平米 | 南 北 | 精装 | 低楼层(共12层) | 板楼,2人关注 / 6个月以前发布,NA,NA,房本满五年,NA,VR看装修,2024-01-31
生活广场 精装两房 总价低 采光好 老证 随时看房,二七新江岸生活广场,后湖,115,"14,320元/平",2室2厅 | 80.31平米 | 南 | 精装 | 低楼层(共30层) | 板塔结合,5人关注 / 10个月以前发布,NA,房本满两年,NA,随时看房,NA,2024-01-31
双地铁口 配套齐全 户型好 中间楼层 随时看房,汉口新城一期,堤角,59,"9,814元/平",2室1厅 | 60.12平米 | 南 | 精装 | 中楼层(共6层) | 板楼,8人关注 / 一年前发布,NA,NA,房本满五年,NA,VR看装修,2024-01-31
福星惠誉东湖城二期 品牌家具家电 产证满二 带车位,福星惠誉东湖城二期,东湖东亭,158,"16,845元/平",3室2厅 | 93.8平米 | 南 | 精装 | 高楼层(共47层) | 板塔结合,4人关注 / 3个月以前发布,近地铁,NA,房本满五年,NA,VR看装修,2024-01-31
华科大 米兰映象 日立空调带地暖 高区 有车位 急售！,米兰映象,光谷广场,210,"18,274元/平",3室2厅 | 114.92平米 | 南 | 精装 | 高楼层(共33层) | 板塔结合,7人关注 / 6个月以前发布,NA,NA,房本满五年,NA,VR看装修,2024-01-31
小高层 南北通透 公摊小 洪山外校隔壁 业主诚心出售,保利浅水湾,卓刀泉,166,"14,743元/平",3室2厅 | 112.6平米 | 南 北 | 简装 | 高楼层(共18层) | 塔楼,8人关注 / 6个月以前发布,NA,NA,房本满五年,NA,VR看装修,2024-01-31
复式楼 房东急卖 家里保养好 欢迎大家多多推荐,江景花园,蔡甸城区,46,"3,745元/平",5室1厅 | 122.84平米 | 南 北 | 精装 | 高楼层(共7层) | 板楼,7人关注 / 3个月以前发布,近地铁,NA,房本满五年,随时看房,NA,2024-01-31
地铁口，双阳台小三房，公摊小采光好，精装修拎包入住,绿地香树花城,青山,118,"12,606元/平",3室1厅 | 93.61平米 | 南 | 精装 | 中楼层(共34层) | 板楼,0人关注 / 3个月以前发布,近地铁,NA,房本满五年,随时看房,NA,2024-01-31
地铁口 金涛翰林苑 正规两房 诚心出售,金涛翰林苑,二七,100,"11,835元/平",3室2厅 | 84.5平米 | 北 | 简装 | 中楼层(共22层) | 塔楼,4人关注 / 3个月以前发布,NA,NA,房本满五年,随时看房,NA,2024-01-31
地铁口 金涛翰林苑 正规两房 诚心出售,金涛翰林苑,二七,100,"11,835元/平",3室2厅 | 84.5平米 | 北 | 简装 | 中楼层(共22层) | 塔楼,4人关注 / 3个月以前发布,NA,NA,房本满五年,随时看房,NA,2024-01-31
不临高架南北通透型看房方便诚心出售,泰然南湖玫瑰湾二期,珞狮南路,178,"13,136元/平",3室2厅 | 135.51平米 | 南 北 | 简装 | 中楼层(共32层) | 板楼,7人关注 / 8个月以前发布,NA,房本满两年,NA,随时看房,VR看装修,2024-01-31
八号线地铁口，保利通透四房，产证满五唯一，中高层。,保利心语七期,珞狮南路,208,"17,149元/平",4室2厅 | 121.29平米 | 南 北 | 精装 | 高楼层(共24层) | 塔楼,9人关注 / 8个月以前发布,近地铁,NA,房本满五年,随时看房,NA,2024-01-31
地铁7/8/12地铁 满五唯一 精装修 创意天地,保利心语八期,珞狮南路,149.9,"15,541元/平",3室2厅 | 96.46平米 | 南 | 精装 | 低楼层(共32层) | 板塔结合,4人关注 / 3个月以前发布,近地铁,NA,房本满五年,NA,VR看装修,2024-01-31
龙湖香颂 采光视野好 业主自住 19号线年底通车,龙湖光谷城香颂,光谷东,260,"20,862元/平",3室2厅 | 124.63平米 | 南 北 | 精装 | 中楼层(共30层) | 板楼,0人关注 / 4个月以前发布,NA,房本满两年,NA,NA,VR看装修,2024-01-31
高楼层 精装修 双阳台 双地铁视野开阔产证满二,华腾园,徐东,132,"13,415元/平",3室2厅 | 98.4平米 | 南 北 | 简装 | 中楼层(共33层) | 板塔结合,14人关注 / 11个月以前发布,近地铁,NA,房本满五年,随时看房,NA,2024-01-31
南北向三房，老证近地铁。随心装修温馨的家,银泰御华园三期,百步亭,207,"17,291元/平",3室1厅 | 119.72平米 | 东南 | 简装 | 低楼层(共32层) | 板塔结合,3人关注 / 5个月以前发布,NA,房本满两年,NA,随时看房,VR看装修,2024-01-31
东方明珠 洋房复式 房型方正 满五唯一 随时看房,东方明珠,后湖,218,"17,837元/平",4室2厅 | 122.22平米 | 南 北 | 精装 | 高楼层(共5层) | 板楼,3人关注 / 5个月以前发布,近地铁,NA,房本满五年,NA,NA,2024-01-31
此房老证，实用性大，公摊小，得房率高,东方花都F区,后湖,118,"12,277元/平",3室1厅 | 96.12平米 | 南 | 简装 | 中楼层(共7层) | 板楼,1人关注 / 6个月以前发布,近地铁,NA,房本满五年,NA,NA,2024-01-31
满五唯一南北通透 自住精装 视野采光好 日照时间长,米兰映象,光谷广场,250,"18,772元/平",3室2厅 | 133.18平米 | 南 北 | 精装 | 高楼层(共33层) | 板塔结合,17人关注 / 9个月以前发布,NA,NA,房本满五年,NA,VR看装修,2024-01-31
公摊18，楼层好，不临街，精装三房，拎包入住,华润置地橡树湾,杨园,218,"22,690元/平",3室2厅 | 96.08平米 | 西南 | 精装 | 中楼层(共33层) | 板楼,2人关注 / 3个月以前发布,近地铁,NA,房本满五年,NA,NA,2024-01-31
复地悦城 店长推荐 不临杨泗港高架 精装三房 满二,复地悦城一期,白沙洲,132,"14,972元/平",3室1厅 | 88.17平米 | 西南 | 其他 | 低楼层(共34层) | 板楼,1人关注 / 5个月以前发布,近地铁,房本满两年,NA,随时看房,VR看装修,2024-01-31
《店长推荐》 恒大御景大平层 采光好 户型通透,常青花园恒大御景,常青花园,406,"24,855元/平",5室2厅 | 163.35平米 | 南 北 | 精装 | 高楼层(共32层) | 板楼,1人关注 / 4个月以前发布,近地铁,房本满两年,NA,随时看房,NA,2024-01-31
地铁口精装修电梯三房朝南采光好,当代国际花园铂公馆,金融港,180,"18,594元/平",3室1厅 | 96.81平米 | 南 | 精装 | 低楼层(共32层) | 板楼,2人关注 / 4个月以前发布,近地铁,房本满两年,NA,随时看房,NA,2024-01-31
房子满五年，正规四居室，不临街，视野采光好,金地格林小城梦茵区,南湖沃尔玛,310,"18,887元/平",4室2厅 | 164.14平米 | 南 北 | 精装 | 高楼层(共18层) | 板楼,17人关注 / 一年前发布,近地铁,NA,房本满五年,NA,VR看装修,2024-01-31
金地格林春岸南北通透三室 品质物业 环境好,金地格林春岸,金银湖,90,"8,841元/平",3室2厅 | 101.8平米 | 南 北 | 简装 | 低楼层(共32层) | 板塔结合,2人关注 / 一年前发布,NA,房本满两年,NA,随时看房,VR看装修,2024-01-31
户型方正 南向阳台 好楼层 好楼栋 精装修 拎包入住,幸福湾星润,堤角,105,"11,426元/平",2室2厅 | 91.9平米 | 南 | 简装 | 中楼层(共31层) | 板楼,5人关注 / 8个月以前发布,近地铁,房本满两年,NA,NA,VR看装修,2024-01-31
南北通透精装修3室 出门地铁 配套齐全,同鑫花园,后湖,152,"12,357元/平",3室2厅 | 123.01平米 | 南 北 | 精装 | 中楼层(共6层) | 板楼,7人关注 / 6个月以前发布,近地铁,NA,房本满五年,随时看房,NA,2024-01-31
十小区3房好房 拎包入住 证满税费低,常青花园十号小区,常青花园,180,"13,061元/平",3室1厅 | 137.82平米 | 南 | 精装 | 中楼层(共8层) | 板楼,19人关注 / 一年前发布,近地铁,NA,房本满五年,NA,NA,2024-01-31
前排中间楼层视野开阔采光好老证,福星华府,杨汊湖,146,"16,199元/平",3室1厅 | 90.13平米 | 南 | 精装 | 中楼层(共45层) | 板塔结合,2人关注 / 6个月以前发布,NA,NA,房本满五年,NA,VR看装修,2024-01-31
小区中间位置、通透四房、楼层好、采光好、视野开阔,保利时代南区,民族大道,470,"32,608元/平",4室2厅 | 144.14平米 | 南 北 | 精装 | 中楼层(共45层) | 板塔结合,1人关注 / 6个月以前发布,NA,房本满两年,NA,NA,VR看装修,2024-01-31
满五唯一 地铁口 精装三房三阳台 业主诚心,福星惠誉东澜岸,白沙洲,98,"10,556元/平",3室2厅 | 92.84平米 | 南 北 | 精装 | 15层 | 塔楼,5人关注 / 4个月以前发布,NA,NA,房本满五年,随时看房,NA,2024-01-31
汉阳四新 墨水湖边 阳光充足 精装修三居室,卧龙墨水湖边,四新,126,"12,941元/平",3室2厅 | 97.37平米 | 南 | 精装 | 中楼层(共34层) | 板塔结合,4人关注 / 一年前发布,NA,NA,房本满五年,NA,VR看装修,2024-01-31
金桥永旺旁 金桥壹号 精致复式楼 视野好,金岛金桥壹号,后湖,35,"10,286元/平",2室1厅 | 34.03平米 | 南 | 简装 | 高楼层(共19层) | 板塔结合,87人关注 / 一年前发布,近地铁,NA,房本满五年,随时看房,NA,2024-01-31
此房老证，户型格局好，楼层好，采光通风效果好,福星城南区,长港路,136,"14,262元/平",3室2厅 | 95.36平米 | 南 北 | 简装 | 38层 | 板楼,1人关注 / 9个月以前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
太子湾 花园小区 湖景 边户 带车位,人信太子湾,沌口,118,"12,465元/平",3室2厅 | 94.67平米 | 东南 | 精装 | 高楼层(共33层) | 板塔结合,0人关注 / 一年前发布,NA,房本满两年,NA,NA,VR看装修,2024-01-31
韵湖旁优质精装三房，两房的价格买三房,名湖豪庭,三环南,143,"15,336元/平",3室2厅 | 93.25平米 | 南 | 精装 | 中楼层(共33层) | 塔楼,1人关注 / 6个月以前发布,NA,NA,房本满五年,随时看房,VR看装修,2024-01-31
使用面积达160平 大露台 宽阳台 采光充足 中间位置,金地太阳城,关山大道,176,"17,821元/平",4室2厅 | 98.76平米 | 南 北 | 简装 | 高楼层(共6层) | 板楼,8人关注 / 3个月以前发布,NA,NA,房本满五年,NA,VR看装修,2024-01-31
地铁口，老证，边户，不临三环，业主诚心卖,广电兰亭时代二期,四新,128,"13,654元/平",3室2厅 | 93.75平米 | 南 | 简装 | 高楼层(共33层) | 板塔结合,3人关注 / 3个月以前发布,NA,NA,房本满五年,NA,VR看装修,2024-01-31
翡丽公馆 南北通透的四房 精装修 老证 带车位,沿海翡丽公馆,金银湖,79,"6,809元/平",3室2厅 | 116.03平米 | 南 北 | 精装 | 低楼层(共27层) | 板楼,8人关注 / 一年前发布,NA,房本满两年,NA,随时看房,VR看装修,2024-01-31
使用面积达160平 大露台 宽阳台 采光充足 中间位置,金地太阳城,关山大道,176,"17,821元/平",4室2厅 | 98.76平米 | 南 北 | 简装 | 高楼层(共6层) | 板楼,8人关注 / 3个月以前发布,NA,NA,房本满五年,NA,VR看装修,2024-01-31
南北通透精装修3室 出门地铁 配套齐全,同鑫花园,后湖,152,"12,357元/平",3室2厅 | 123.01平米 | 南 北 | 精装 | 中楼层(共6层) | 板楼,7人关注 / 6个月以前发布,近地铁,NA,房本满五年,随时看房,NA,2024-01-31
汉阳四新 墨水湖边 阳光充足 精装修三居室,卧龙墨水湖边,四新,126,"12,941元/平",3室2厅 | 97.37平米 | 南 | 精装 | 中楼层(共34层) | 板塔结合,4人关注 / 一年前发布,NA,NA,房本满五年,NA,VR看装修,2024-01-31
品质小区低总价看房方便小高层精装修宜居温馨三房,首开&华侨城&金茂·东湖金茂府,青山,170,"18,059元/平",3室2厅 | 94.14平米 | 南 | 精装 | 低楼层(共33层) | 板楼,7人关注 / 6个月以前发布,近地铁,房本满两年,NA,NA,VR看装修,2024-01-31
十小区3房好房 拎包入住 证满税费低,常青花园十号小区,常青花园,180,"13,061元/平",3室1厅 | 137.82平米 | 南 | 精装 | 中楼层(共8层) | 板楼,19人关注 / 一年前发布,近地铁,NA,房本满五年,NA,NA,2024-01-31
金桥永旺旁 金桥壹号 精致复式楼 视野好,金岛金桥壹号,后湖,35,"10,286元/平",2室1厅 | 34.03平米 | 南 | 简装 | 高楼层(共19层) | 板塔结合,87人关注 / 一年前发布,近地铁,NA,房本满五年,随时看房,NA,2024-01-31
黄龙山地铁口 光谷悦城 精装三房 产证满二年 诚售,光谷悦城,光谷东,175,"17,697元/平",3室2厅 | 98.89平米 | 南 | 精装 | 高楼层(共33层) | 板楼,2人关注 / 10个月以前发布,近地铁,房本满两年,NA,NA,VR看装修,2024-01-31
福星华府誉境 大兴 6号线 前排 精装房 看房随时......,福星华府誉境,杨汊湖,145,"14,940元/平",3室2厅 | 97.06平米 | 南 | 精装 | 高楼层(共54层) | 板楼,1人关注 / 3个月以前发布,NA,房本满两年,NA,NA,VR看装修,2024-01-31
2017年次新小区 40万精装 山外山 集中供暖 双地铁,正堂山外山,徐东,215,"23,521元/平",3室2厅 | 91.41平米 | 南 北 | 精装 | 低楼层(共45层) | 板楼,5人关注 / 4个月以前发布,近地铁,房本满两年,NA,随时看房,VR看装修,2024-01-31
自住精装修的3房，小区中间位置，安静，拎包入住。,清江山水,民族大道,188,"16,678元/平",3室2厅 | 112.73平米 | 南 北 | 精装 | 低楼层(共32层) | 板塔结合,4人关注 / 5个月以前发布,NA,NA,房本满五年,NA,NA,2024-01-31
玲珑汇 3室2厅 南 北,玲珑汇,青山,155,"13,478元/平",3室2厅 | 115.01平米 | 南 北 | 精装 | 高楼层(共28层) | 板塔结合,0人关注 / 4个月以前发布,NA,NA,房本满五年,NA,VR看装修,2024-01-31
此房满二 标准三房两卫 户型方正 诚心出售,联投花山郡二期,光谷东,102,"8,672元/平",3室1厅 | 117.62平米 | 南 北 | 毛坯 | 低楼层(共34层) | 板楼,1人关注 / 4个月以前发布,NA,房本满两年,NA,随时看房,NA,2024-01-31
精装三房，自带暖气，拎包入住，生活休闲配套成熟,瀚华天地,阳逻,85,"5,960元/平",3室2厅 | 142.63平米 | 南 | 精装 | 低楼层(共15层) | 板楼,1人关注 / 4个月以前发布,近地铁,NA,房本满五年,NA,NA,2024-01-31
二环内，2/8号线双地铁，生活配套成熟，楼层好,鹏程蕙园,街道口,210,"17,794元/平",3室2厅 | 118.02平米 | 南 北 | 其他 | 中楼层(共30层) | 板楼,0人关注 / 3个月以前发布,近地铁,NA,房本满五年,NA,VR看装修,2024-01-31
89平的房子做了通透三房 双阳台 双卫楼层好 三面采光,润和花园,宗关,99,"11,103元/平",3室1厅 | 89.17平米 | 南 | 其他 | 中楼层(共6层) | 板楼,0人关注 / 3个月以前发布,NA,NA,房本满五年,NA,VR看装修,2024-01-31
巴黎豪庭2房户型方正，满五年，采光好，诚心出售，。,巴黎豪庭,华科大,172,"17,874元/平",2室2厅 | 96.23平米 | 南 | 精装 | 中楼层(共23层) | 板塔结合,4人关注 / 3个月以前发布,近地铁,NA,房本满五年,NA,NA,2024-01-31
光谷金融港 精装自住小三房 满五唯一 诚心出售,平安光谷春天,金融港,129,"15,216元/平",3室2厅 | 84.78平米 | 南 | 精装 | 低楼层(共33层) | 板楼,1人关注 / 2个月以前发布,近地铁,NA,房本满五年,随时看房,NA,2024-01-31
店长热推 唐家墩地铁口 全新装修加地暖 老证税少,顶琇国际城,唐家墩,175,"19,357元/平",3室1厅 | 90.41平米 | 南 | 其他 | 中楼层(共48层) | 板塔结合,1人关注 / 2个月以前发布,NA,房本满两年,NA,NA,VR看装修,2024-01-31
房子证满，靠小区中间，保养好，位置好,中央大街,纸坊,82,"9,028元/平",2室2厅 | 90.83平米 | 南 | 简装 | 低楼层(共30层) | 板楼,0人关注 / 2个月以前发布,NA,NA,房本满五年,NA,VR看装修,2024-01-31
江滩边 常阳丽江城 可观江 视野好 户型正 带暖气,常阳丽江城,首义,225,"15,667元/平",3室2厅 | 143.62平米 | 西南 | 精装 | 中楼层(共7层) | 板楼,7人关注 / 2个月以前发布,近地铁,NA,房本满五年,NA,NA,2024-01-31
地铁口次新小区精装现房，出行方便，拎包入住,歌林花园三期林语境,盘龙城,88,"8,916元/平",3室2厅 | 98.71平米 | 南 北 | 精装 | 中楼层(共33层) | 板楼,2人关注 / 3个月以前发布,近地铁,房本满两年,NA,随时看房,VR看装修,2024-01-31
